origin,dest,time
HERMOSA,WEST ENGLEWOOD,4932
HERMOSA,ENGLEWOOD,5181
HERMOSA,GREATER GRAND CROSSING,4722
HERMOSA,LINCOLN PARK,2651
HERMOSA,ASHBURN,5890
HERMOSA,AUBURN GRESHAM,6416
HERMOSA,BEVERLY,6131
HERMOSA,WASHINGTON HEIGHTS,5740
HERMOSA,MOUNT GREENWOOD,5977
HERMOSA,MORGAN PARK,6197
HERMOSA,OHARE,-1
HERMOSA,EDGEWATER,3980
HERMOSA,EDISON PARK,4479
AVONDALE,DOUGLAS,3301
AVONDALE,OAKLAND,4026
AVONDALE,FULLER PARK,2735
AVONDALE,GRAND BOULEVARD,3281
AVONDALE,KENWOOD,3468
AVONDALE,LINCOLN SQUARE,1749
AVONDALE,WASHINGTON PARK,3797
AVONDALE,HYDE PARK,3687
AVONDALE,WOODLAWN,3840
AVONDALE,ROGERS PARK,3166
AVONDALE,JEFFERSON PARK,1471
AVONDALE,FOREST GLEN,2546
AVONDALE,NORTH PARK,2000
AVONDALE,ALBANY PARK,1448
AVONDALE,PORTAGE PARK,1524
AVONDALE,IRVING PARK,1035
AVONDALE,DUNNING,2334
AVONDALE,MONTCLARE,2082
AVONDALE,BELMONT CRAGIN,1747
AVONDALE,WEST RIDGE,2375
AVONDALE,HERMOSA,1362
AVONDALE,LOGAN SQUARE,994
AVONDALE,HUMBOLDT PARK,1558
AVONDALE,WEST TOWN,1607
AVONDALE,AUSTIN,2646
AVONDALE,WEST GARFIELD PARK,2363
AVONDALE,EAST GARFIELD PARK,2361
AVONDALE,NEAR WEST SIDE,2623
AVONDALE,NORTH LAWNDALE,2571
AVONDALE,UPTOWN,2602
AVONDALE,SOUTH LAWNDALE,3182
AVONDALE,LOWER WEST SIDE,3322
AVONDALE,NEAR SOUTH SIDE,2849
AVONDALE,BRIDGEPORT,3358
AVONDALE,NORWOOD PARK,1627
AVONDALE,NEAR NORTH SIDE,2343
AVONDALE,LOOP,2379
AVONDALE,SOUTH SHORE,4173
AVONDALE,CHATHAM,3753
AVONDALE,AVALON PARK,4142
AVONDALE,SOUTH CHICAGO,4818
AVONDALE,BURNSIDE,4450
AVONDALE,MCKINLEY PARK,3102
AVONDALE,LAKE VIEW,1792
AVONDALE,CALUMET HEIGHTS,4572
AVONDALE,ROSELAND,4033
AVONDALE,NORTH CENTER,1088
AVONDALE,PULLMAN,4563
AVONDALE,SOUTH DEERING,-1
AVONDALE,EAST SIDE,4936
AVONDALE,WEST PULLMAN,5087
AVONDALE,RIVERDALE,-1
AVONDALE,HEGEWISCH,-1
AVONDALE,undefined,-1
AVONDALE,ARCHER HEIGHTS,4484
AVONDALE,BRIGHTON PARK,4077
AVONDALE,BRIDGEPORT,3224
AVONDALE,NEW CITY,3092
AVONDALE,WEST ELSDON,4027
AVONDALE,GAGE PARK,3638
AVONDALE,CLEARING,4880
AVONDALE,WEST LAWN,4527
AVONDALE,CHICAGO LAWN,4054
AVONDALE,WEST ENGLEWOOD,4214
AVONDALE,ENGLEWOOD,3650
AVONDALE,GREATER GRAND CROSSING,3624
AVONDALE,LINCOLN PARK,2052
AVONDALE,ASHBURN,4659
AVONDALE,AUBURN GRESHAM,4567
AVONDALE,BEVERLY,4600
AVONDALE,WASHINGTON HEIGHTS,4351
AVONDALE,MOUNT GREENWOOD,5734
AVONDALE,MORGAN PARK,4846
AVONDALE,OHARE,-1
AVONDALE,EDGEWATER,2811
AVONDALE,EDISON PARK,2574
LOGAN SQUARE,DOUGLAS,3315
LOGAN SQUARE,OAKLAND,3494
LOGAN SQUARE,FULLER PARK,2569
LOGAN SQUARE,GRAND BOULEVARD,3295
LOGAN SQUARE,KENWOOD,2882
LOGAN SQUARE,LINCOLN SQUARE,2050
LOGAN SQUARE,WASHINGTON PARK,3811
LOGAN SQUARE,HYDE PARK,3281
LOGAN SQUARE,WOODLAWN,3893
LOGAN SQUARE,ROGERS PARK,3508
LOGAN SQUARE,JEFFERSON PARK,1965
LOGAN SQUARE,FOREST GLEN,3301
LOGAN SQUARE,NORTH PARK,2568
LOGAN SQUARE,ALBANY PARK,2444
LOGAN SQUARE,PORTAGE PARK,1898
LOGAN SQUARE,IRVING PARK,1547
LOGAN SQUARE,DUNNING,2716
LOGAN SQUARE,MONTCLARE,2207
LOGAN SQUARE,BELMONT CRAGIN,1628
LOGAN SQUARE,WEST RIDGE,2945
LOGAN SQUARE,HERMOSA,940
LOGAN SQUARE,AVONDALE,934
LOGAN SQUARE,HUMBOLDT PARK,1237
LOGAN SQUARE,WEST TOWN,1441
LOGAN SQUARE,AUSTIN,2137
LOGAN SQUARE,WEST GARFIELD PARK,2184
LOGAN SQUARE,EAST GARFIELD PARK,1578
LOGAN SQUARE,NEAR WEST SIDE,2457
LOGAN SQUARE,NORTH LAWNDALE,2306
LOGAN SQUARE,UPTOWN,2914
LOGAN SQUARE,SOUTH LAWNDALE,3510
LOGAN SQUARE,LOWER WEST SIDE,3336
LOGAN SQUARE,NEAR SOUTH SIDE,2863
LOGAN SQUARE,BRIDGEPORT,3372
LOGAN SQUARE,NORWOOD PARK,2001
LOGAN SQUARE,NEAR NORTH SIDE,2137
LOGAN SQUARE,LOOP,2213
LOGAN SQUARE,SOUTH SHORE,4007
LOGAN SQUARE,CHATHAM,3587
LOGAN SQUARE,AVALON PARK,3646
LOGAN SQUARE,SOUTH CHICAGO,4802
LOGAN SQUARE,BURNSIDE,4464
LOGAN SQUARE,MCKINLEY PARK,3345
LOGAN SQUARE,LAKE VIEW,1842
LOGAN SQUARE,CALUMET HEIGHTS,4586
LOGAN SQUARE,ROSELAND,3755
LOGAN SQUARE,NORTH CENTER,1054
LOGAN SQUARE,PULLMAN,4577
LOGAN SQUARE,SOUTH DEERING,-1
LOGAN SQUARE,EAST SIDE,5430
LOGAN SQUARE,WEST PULLMAN,4861
LOGAN SQUARE,RIVERDALE,-1
LOGAN SQUARE,HEGEWISCH,-1
LOGAN SQUARE,undefined,-1
LOGAN SQUARE,ARCHER HEIGHTS,4388
LOGAN SQUARE,BRIGHTON PARK,3389
LOGAN SQUARE,BRIDGEPORT,3238
LOGAN SQUARE,NEW CITY,3106
LOGAN SQUARE,WEST ELSDON,4041
LOGAN SQUARE,GAGE PARK,4034
LOGAN SQUARE,CLEARING,4894
LOGAN SQUARE,WEST LAWN,4541
LOGAN SQUARE,CHICAGO LAWN,4247
LOGAN SQUARE,WEST ENGLEWOOD,4112
LOGAN SQUARE,ENGLEWOOD,3424
LOGAN SQUARE,GREATER GRAND CROSSING,3638
LOGAN SQUARE,LINCOLN PARK,1704
LOGAN SQUARE,ASHBURN,4943
LOGAN SQUARE,AUBURN GRESHAM,4401
LOGAN SQUARE,BEVERLY,4614
LOGAN SQUARE,WASHINGTON HEIGHTS,3983
LOGAN SQUARE,MOUNT GREENWOOD,5748
LOGAN SQUARE,MORGAN PARK,4440
LOGAN SQUARE,OHARE,-1
LOGAN SQUARE,EDGEWATER,3153
LOGAN SQUARE,EDISON PARK,2918
HUMBOLDT PARK,DOUGLAS,4204
HUMBOLDT PARK,OAKLAND,4096
HUMBOLDT PARK,FULLER PARK,3398
HUMBOLDT PARK,GRAND BOULEVARD,3651
HUMBOLDT PARK,KENWOOD,3898
HUMBOLDT PARK,LINCOLN SQUARE,3158
HUMBOLDT PARK,WASHINGTON PARK,4167
HUMBOLDT PARK,HYDE PARK,3937
HUMBOLDT PARK,WOODLAWN,4161
HUMBOLDT PARK,ROGERS PARK,4675
HUMBOLDT PARK,JEFFERSON PARK,2832
HUMBOLDT PARK,FOREST GLEN,3979
HUMBOLDT PARK,NORTH PARK,3074
HUMBOLDT PARK,ALBANY PARK,2774
HUMBOLDT PARK,PORTAGE PARK,2541
HUMBOLDT PARK,IRVING PARK,2390
HUMBOLDT PARK,DUNNING,2999
HUMBOLDT PARK,MONTCLARE,1977
HUMBOLDT PARK,BELMONT CRAGIN,1660
HUMBOLDT PARK,WEST RIDGE,3973
HUMBOLDT PARK,HERMOSA,1591
HUMBOLDT PARK,AVONDALE,1536
HUMBOLDT PARK,LOGAN SQUARE,1497
HUMBOLDT PARK,WEST TOWN,1518
HUMBOLDT PARK,AUSTIN,1388
HUMBOLDT PARK,WEST GARFIELD PARK,1505
HUMBOLDT PARK,EAST GARFIELD PARK,1566
HUMBOLDT PARK,NEAR WEST SIDE,2443
HUMBOLDT PARK,NORTH LAWNDALE,1776
HUMBOLDT PARK,UPTOWN,3844
HUMBOLDT PARK,SOUTH LAWNDALE,2387
HUMBOLDT PARK,LOWER WEST SIDE,3162
HUMBOLDT PARK,NEAR SOUTH SIDE,4189
HUMBOLDT PARK,BRIDGEPORT,3942
HUMBOLDT PARK,NORWOOD PARK,3078
HUMBOLDT PARK,NEAR NORTH SIDE,2788
HUMBOLDT PARK,LOOP,3019
HUMBOLDT PARK,SOUTH SHORE,4663
HUMBOLDT PARK,CHATHAM,4416
HUMBOLDT PARK,AVALON PARK,5104
HUMBOLDT PARK,SOUTH CHICAGO,5639
HUMBOLDT PARK,BURNSIDE,5600
HUMBOLDT PARK,MCKINLEY PARK,2898
HUMBOLDT PARK,LAKE VIEW,3171
HUMBOLDT PARK,CALUMET HEIGHTS,5182
HUMBOLDT PARK,ROSELAND,4644
HUMBOLDT PARK,NORTH CENTER,2484
HUMBOLDT PARK,PULLMAN,5953
HUMBOLDT PARK,SOUTH DEERING,-1
HUMBOLDT PARK,EAST SIDE,6253
HUMBOLDT PARK,WEST PULLMAN,6117
HUMBOLDT PARK,RIVERDALE,-1
HUMBOLDT PARK,HEGEWISCH,-1
HUMBOLDT PARK,undefined,-1
HUMBOLDT PARK,ARCHER HEIGHTS,3398
HUMBOLDT PARK,BRIGHTON PARK,3315
HUMBOLDT PARK,BRIDGEPORT,3744
HUMBOLDT PARK,NEW CITY,3420
HUMBOLDT PARK,WEST ELSDON,3947
HUMBOLDT PARK,GAGE PARK,3198
HUMBOLDT PARK,CLEARING,4710
HUMBOLDT PARK,WEST LAWN,4447
HUMBOLDT PARK,CHICAGO LAWN,3614
HUMBOLDT PARK,WEST ENGLEWOOD,3677
HUMBOLDT PARK,ENGLEWOOD,4896
HUMBOLDT PARK,GREATER GRAND CROSSING,4196
HUMBOLDT PARK,LINCOLN PARK,2737
HUMBOLDT PARK,ASHBURN,4489
HUMBOLDT PARK,AUBURN GRESHAM,5075
HUMBOLDT PARK,BEVERLY,5135
HUMBOLDT PARK,WASHINGTON HEIGHTS,5659
HUMBOLDT PARK,MOUNT GREENWOOD,5654
HUMBOLDT PARK,MORGAN PARK,6116
HUMBOLDT PARK,OHARE,-1
HUMBOLDT PARK,EDGEWATER,4499
HUMBOLDT PARK,EDISON PARK,4245
WEST TOWN,DOUGLAS,3298
WEST TOWN,OAKLAND,3657
WEST TOWN,FULLER PARK,2552
WEST TOWN,GRAND BOULEVARD,3285
WEST TOWN,KENWOOD,2865
WEST TOWN,LINCOLN SQUARE,2538
WEST TOWN,WASHINGTON PARK,3801
WEST TOWN,HYDE PARK,3264
WEST TOWN,WOODLAWN,3876
WEST TOWN,ROGERS PARK,3767
WEST TOWN,JEFFERSON PARK,2458
WEST TOWN,FOREST GLEN,3408
WEST TOWN,NORTH PARK,3001
WEST TOWN,ALBANY PARK,2602
WEST TOWN,PORTAGE PARK,2661
WEST TOWN,IRVING PARK,2010
WEST TOWN,DUNNING,3389
WEST TOWN,MONTCLARE,2959
WEST TOWN,BELMONT CRAGIN,2443
WEST TOWN,WEST RIDGE,3616
WEST TOWN,HERMOSA,2133
WEST TOWN,AVONDALE,1517
WEST TOWN,LOGAN SQUARE,1344
WEST TOWN,HUMBOLDT PARK,1147
WEST TOWN,AUSTIN,2258
WEST TOWN,WEST GARFIELD PARK,2416
WEST TOWN,EAST GARFIELD PARK,1848
WEST TOWN,NEAR WEST SIDE,1687
WEST TOWN,NORTH LAWNDALE,2662
WEST TOWN,UPTOWN,3079
WEST TOWN,SOUTH LAWNDALE,2934
WEST TOWN,LOWER WEST SIDE,2786
WEST TOWN,NEAR SOUTH SIDE,2616
WEST TOWN,BRIDGEPORT,2875
WEST TOWN,NORWOOD PARK,2470
WEST TOWN,NEAR NORTH SIDE,1558
WEST TOWN,LOOP,2046
WEST TOWN,SOUTH SHORE,3450
WEST TOWN,CHATHAM,3570
WEST TOWN,AVALON PARK,3748
WEST TOWN,SOUTH CHICAGO,4275
WEST TOWN,BURNSIDE,4447
WEST TOWN,MCKINLEY PARK,2443
WEST TOWN,LAKE VIEW,2322
WEST TOWN,CALUMET HEIGHTS,3819
WEST TOWN,ROSELAND,3738
WEST TOWN,NORTH CENTER,1841
WEST TOWN,PULLMAN,4560
WEST TOWN,SOUTH DEERING,-1
WEST TOWN,EAST SIDE,4687
WEST TOWN,WEST PULLMAN,4844
WEST TOWN,RIVERDALE,-1
WEST TOWN,HEGEWISCH,-1
WEST TOWN,undefined,-1
WEST TOWN,ARCHER HEIGHTS,3971
WEST TOWN,BRIGHTON PARK,3152
WEST TOWN,BRIDGEPORT,2951
WEST TOWN,NEW CITY,3176
WEST TOWN,WEST ELSDON,4024
WEST TOWN,GAGE PARK,3561
WEST TOWN,CLEARING,4397
WEST TOWN,WEST LAWN,4524
WEST TOWN,CHICAGO LAWN,3977
WEST TOWN,WEST ENGLEWOOD,3622
WEST TOWN,ENGLEWOOD,4103
WEST TOWN,GREATER GRAND CROSSING,3141
WEST TOWN,LINCOLN PARK,1687
WEST TOWN,ASHBURN,4582
WEST TOWN,AUBURN GRESHAM,4319
WEST TOWN,BEVERLY,4597
WEST TOWN,WASHINGTON HEIGHTS,3966
WEST TOWN,MOUNT GREENWOOD,5731
WEST TOWN,MORGAN PARK,4423
WEST TOWN,OHARE,-1
WEST TOWN,EDGEWATER,3412
WEST TOWN,EDISON PARK,3741
AUSTIN,DOUGLAS,3733
AUSTIN,OAKLAND,4068
AUSTIN,FULLER PARK,3467
AUSTIN,GRAND BOULEVARD,3623
AUSTIN,KENWOOD,3960
AUSTIN,LINCOLN SQUARE,3863
AUSTIN,WASHINGTON PARK,4139
AUSTIN,HYDE PARK,3999
AUSTIN,WOODLAWN,4595
AUSTIN,ROGERS PARK,4916
AUSTIN,JEFFERSON PARK,3096
AUSTIN,FOREST GLEN,3975
AUSTIN,NORTH PARK,3891
AUSTIN,ALBANY PARK,3310
AUSTIN,PORTAGE PARK,2236
AUSTIN,IRVING PARK,3057
AUSTIN,DUNNING,2382
AUSTIN,MONTCLARE,1727
AUSTIN,BELMONT CRAGIN,1325
AUSTIN,WEST RIDGE,4786
AUSTIN,HERMOSA,1994
AUSTIN,AVONDALE,2802
AUSTIN,LOGAN SQUARE,2651
AUSTIN,HUMBOLDT PARK,1621
AUSTIN,WEST TOWN,2733
AUSTIN,WEST GARFIELD PARK,1704
AUSTIN,EAST GARFIELD PARK,2032
AUSTIN,NEAR WEST SIDE,2755
AUSTIN,NORTH LAWNDALE,2876
AUSTIN,UPTOWN,4468
AUSTIN,SOUTH LAWNDALE,3487
AUSTIN,LOWER WEST SIDE,3934
AUSTIN,NEAR SOUTH SIDE,3207
AUSTIN,BRIDGEPORT,4292
AUSTIN,NORWOOD PARK,3467
AUSTIN,NEAR NORTH SIDE,3610
AUSTIN,LOOP,2934
AUSTIN,SOUTH SHORE,5675
AUSTIN,CHATHAM,4485
AUSTIN,AVALON PARK,5173
AUSTIN,SOUTH CHICAGO,5701
AUSTIN,BURNSIDE,6110
AUSTIN,MCKINLEY PARK,3673
AUSTIN,LAKE VIEW,3542
AUSTIN,CALUMET HEIGHTS,5244
AUSTIN,ROSELAND,4713
AUSTIN,NORTH CENTER,3571
AUSTIN,PULLMAN,5423
AUSTIN,SOUTH DEERING,-1
AUSTIN,EAST SIDE,6388
AUSTIN,WEST PULLMAN,6179
AUSTIN,RIVERDALE,-1
AUSTIN,HEGEWISCH,-1
AUSTIN,undefined,-1
AUSTIN,ARCHER HEIGHTS,3405
AUSTIN,BRIGHTON PARK,3802
AUSTIN,BRIDGEPORT,3806
AUSTIN,NEW CITY,3994
AUSTIN,WEST ELSDON,3954
AUSTIN,GAGE PARK,4465
AUSTIN,CLEARING,4043
AUSTIN,WEST LAWN,4454
AUSTIN,CHICAGO LAWN,4881
AUSTIN,WEST ENGLEWOOD,5006
AUSTIN,ENGLEWOOD,4961
AUSTIN,GREATER GRAND CROSSING,4168
AUSTIN,LINCOLN PARK,3166
AUSTIN,ASHBURN,5696
AUSTIN,AUBURN GRESHAM,5137
AUSTIN,BEVERLY,6112
AUSTIN,WASHINGTON HEIGHTS,5053
AUSTIN,MOUNT GREENWOOD,5661
AUSTIN,MORGAN PARK,5510
AUSTIN,OHARE,-1
AUSTIN,EDGEWATER,4561
AUSTIN,EDISON PARK,4275
WEST GARFIELD PARK,DOUGLAS,3306
WEST GARFIELD PARK,OAKLAND,4181
WEST GARFIELD PARK,FULLER PARK,3070
WEST GARFIELD PARK,GRAND BOULEVARD,3286
WEST GARFIELD PARK,KENWOOD,3473
WEST GARFIELD PARK,LINCOLN SQUARE,3693
WEST GARFIELD PARK,WASHINGTON PARK,3802
WEST GARFIELD PARK,HYDE PARK,4104
WEST GARFIELD PARK,WOODLAWN,4484
WEST GARFIELD PARK,ROGERS PARK,4429
WEST GARFIELD PARK,JEFFERSON PARK,3833
WEST GARFIELD PARK,FOREST GLEN,4333
WEST GARFIELD PARK,NORTH PARK,3669
WEST GARFIELD PARK,ALBANY PARK,3510
WEST GARFIELD PARK,PORTAGE PARK,3599
WEST GARFIELD PARK,IRVING PARK,3070
WEST GARFIELD PARK,DUNNING,3283
WEST GARFIELD PARK,MONTCLARE,3041
WEST GARFIELD PARK,BELMONT CRAGIN,2242
WEST GARFIELD PARK,WEST RIDGE,4765
WEST GARFIELD PARK,HERMOSA,2186
WEST GARFIELD PARK,AVONDALE,2727
WEST GARFIELD PARK,LOGAN SQUARE,2499
WEST GARFIELD PARK,HUMBOLDT PARK,1597
WEST GARFIELD PARK,WEST TOWN,2216
WEST GARFIELD PARK,AUSTIN,1799
WEST GARFIELD PARK,EAST GARFIELD PARK,1008
WEST GARFIELD PARK,NEAR WEST SIDE,2294
WEST GARFIELD PARK,NORTH LAWNDALE,1386
WEST GARFIELD PARK,UPTOWN,3865
WEST GARFIELD PARK,SOUTH LAWNDALE,1911
WEST GARFIELD PARK,LOWER WEST SIDE,2969
WEST GARFIELD PARK,NEAR SOUTH SIDE,2959
WEST GARFIELD PARK,BRIDGEPORT,2845
WEST GARFIELD PARK,NORWOOD PARK,3882
WEST GARFIELD PARK,NEAR NORTH SIDE,2348
WEST GARFIELD PARK,LOOP,2937
WEST GARFIELD PARK,SOUTH SHORE,4178
WEST GARFIELD PARK,CHATHAM,4088
WEST GARFIELD PARK,AVALON PARK,4506
WEST GARFIELD PARK,SOUTH CHICAGO,4973
WEST GARFIELD PARK,BURNSIDE,5115
WEST GARFIELD PARK,MCKINLEY PARK,2555
WEST GARFIELD PARK,LAKE VIEW,3055
WEST GARFIELD PARK,CALUMET HEIGHTS,4577
WEST GARFIELD PARK,ROSELAND,4466
WEST GARFIELD PARK,NORTH CENTER,3188
WEST GARFIELD PARK,PULLMAN,5288
WEST GARFIELD PARK,SOUTH DEERING,-1
WEST GARFIELD PARK,EAST SIDE,5421
WEST GARFIELD PARK,WEST PULLMAN,5572
WEST GARFIELD PARK,RIVERDALE,-1
WEST GARFIELD PARK,HEGEWISCH,-1
WEST GARFIELD PARK,undefined,-1
WEST GARFIELD PARK,ARCHER HEIGHTS,2545
WEST GARFIELD PARK,BRIGHTON PARK,2738
WEST GARFIELD PARK,BRIDGEPORT,3191
WEST GARFIELD PARK,NEW CITY,3077
WEST GARFIELD PARK,WEST ELSDON,3094
WEST GARFIELD PARK,GAGE PARK,3383
WEST GARFIELD PARK,CLEARING,4242
WEST GARFIELD PARK,WEST LAWN,3594
WEST GARFIELD PARK,CHICAGO LAWN,3969
WEST GARFIELD PARK,WEST ENGLEWOOD,4219
WEST GARFIELD PARK,ENGLEWOOD,4174
WEST GARFIELD PARK,GREATER GRAND CROSSING,3771
WEST GARFIELD PARK,LINCOLN PARK,3086
WEST GARFIELD PARK,ASHBURN,4146
WEST GARFIELD PARK,AUBURN GRESHAM,4732
WEST GARFIELD PARK,BEVERLY,5415
WEST GARFIELD PARK,WASHINGTON HEIGHTS,4874
WEST GARFIELD PARK,MOUNT GREENWOOD,4831
WEST GARFIELD PARK,MORGAN PARK,5331
WEST GARFIELD PARK,OHARE,-1
WEST GARFIELD PARK,EDGEWATER,4074
WEST GARFIELD PARK,EDISON PARK,4666
EAST GARFIELD PARK,DOUGLAS,3183
EAST GARFIELD PARK,OAKLAND,3462
EAST GARFIELD PARK,FULLER PARK,2651
EAST GARFIELD PARK,GRAND BOULEVARD,3163
EAST GARFIELD PARK,KENWOOD,3204
EAST GARFIELD PARK,LINCOLN SQUARE,3238
EAST GARFIELD PARK,WASHINGTON PARK,3679
EAST GARFIELD PARK,HYDE PARK,3423
EAST GARFIELD PARK,WOODLAWN,3976
EAST GARFIELD PARK,ROGERS PARK,4460
EAST GARFIELD PARK,JEFFERSON PARK,3063
EAST GARFIELD PARK,FOREST GLEN,4286
EAST GARFIELD PARK,NORTH PARK,3546
EAST GARFIELD PARK,ALBANY PARK,3463
EAST GARFIELD PARK,PORTAGE PARK,3476
EAST GARFIELD PARK,IRVING PARK,2629
EAST GARFIELD PARK,DUNNING,3160
EAST GARFIELD PARK,MONTCLARE,2918
EAST GARFIELD PARK,BELMONT CRAGIN,2827
EAST GARFIELD PARK,WEST RIDGE,4226
EAST GARFIELD PARK,HERMOSA,2665
EAST GARFIELD PARK,AVONDALE,2225
EAST GARFIELD PARK,LOGAN SQUARE,1556
EAST GARFIELD PARK,HUMBOLDT PARK,1303
EAST GARFIELD PARK,WEST TOWN,1797
EAST GARFIELD PARK,AUSTIN,2048
EAST GARFIELD PARK,WEST GARFIELD PARK,839
EAST GARFIELD PARK,NEAR WEST SIDE,1503
EAST GARFIELD PARK,NORTH LAWNDALE,1197
EAST GARFIELD PARK,UPTOWN,3896
EAST GARFIELD PARK,SOUTH LAWNDALE,1668
EAST GARFIELD PARK,LOWER WEST SIDE,2428
EAST GARFIELD PARK,NEAR SOUTH SIDE,2788
EAST GARFIELD PARK,BRIDGEPORT,2644
EAST GARFIELD PARK,NORWOOD PARK,3309
EAST GARFIELD PARK,NEAR NORTH SIDE,2507
EAST GARFIELD PARK,LOOP,2265
EAST GARFIELD PARK,SOUTH SHORE,3909
EAST GARFIELD PARK,CHATHAM,3669
EAST GARFIELD PARK,AVALON PARK,4237
EAST GARFIELD PARK,SOUTH CHICAGO,4855
EAST GARFIELD PARK,BURNSIDE,4518
EAST GARFIELD PARK,MCKINLEY PARK,2203
EAST GARFIELD PARK,LAKE VIEW,3086
EAST GARFIELD PARK,CALUMET HEIGHTS,4308
EAST GARFIELD PARK,ROSELAND,3837
EAST GARFIELD PARK,NORTH CENTER,2564
EAST GARFIELD PARK,PULLMAN,4569
EAST GARFIELD PARK,SOUTH DEERING,-1
EAST GARFIELD PARK,EAST SIDE,5152
EAST GARFIELD PARK,WEST PULLMAN,5303
EAST GARFIELD PARK,RIVERDALE,-1
EAST GARFIELD PARK,HEGEWISCH,-1
EAST GARFIELD PARK,undefined,-1
EAST GARFIELD PARK,ARCHER HEIGHTS,2855
EAST GARFIELD PARK,BRIGHTON PARK,2112
EAST GARFIELD PARK,BRIDGEPORT,2869
EAST GARFIELD PARK,NEW CITY,2861
EAST GARFIELD PARK,WEST ELSDON,3404
EAST GARFIELD PARK,GAGE PARK,2757
EAST GARFIELD PARK,CLEARING,4066
EAST GARFIELD PARK,WEST LAWN,3923
EAST GARFIELD PARK,CHICAGO LAWN,3435
EAST GARFIELD PARK,WEST ENGLEWOOD,3813
EAST GARFIELD PARK,ENGLEWOOD,4051
EAST GARFIELD PARK,GREATER GRAND CROSSING,3360
EAST GARFIELD PARK,LINCOLN PARK,2919
EAST GARFIELD PARK,ASHBURN,3743
EAST GARFIELD PARK,AUBURN GRESHAM,4440
EAST GARFIELD PARK,BEVERLY,5183
EAST GARFIELD PARK,WASHINGTON HEIGHTS,4155
EAST GARFIELD PARK,MOUNT GREENWOOD,5160
EAST GARFIELD PARK,MORGAN PARK,4612
EAST GARFIELD PARK,OHARE,-1
EAST GARFIELD PARK,EDGEWATER,4105
EAST GARFIELD PARK,EDISON PARK,4586
NEAR WEST SIDE,DOUGLAS,3106
NEAR WEST SIDE,OAKLAND,3465
NEAR WEST SIDE,FULLER PARK,2360
NEAR WEST SIDE,GRAND BOULEVARD,3086
NEAR WEST SIDE,KENWOOD,2673
NEAR WEST SIDE,LINCOLN SQUARE,3574
NEAR WEST SIDE,WASHINGTON PARK,3817
NEAR WEST SIDE,HYDE PARK,3072
NEAR WEST SIDE,WOODLAWN,3684
NEAR WEST SIDE,ROGERS PARK,4144
NEAR WEST SIDE,JEFFERSON PARK,3474
NEAR WEST SIDE,FOREST GLEN,4247
NEAR WEST SIDE,NORTH PARK,3867
NEAR WEST SIDE,ALBANY PARK,4013
NEAR WEST SIDE,PORTAGE PARK,3707
NEAR WEST SIDE,IRVING PARK,3160
NEAR WEST SIDE,DUNNING,3691
NEAR WEST SIDE,MONTCLARE,3456
NEAR WEST SIDE,BELMONT CRAGIN,3489
NEAR WEST SIDE,WEST RIDGE,4578
NEAR WEST SIDE,HERMOSA,3136
NEAR WEST SIDE,AVONDALE,2503
NEAR WEST SIDE,LOGAN SQUARE,2397
NEAR WEST SIDE,HUMBOLDT PARK,1895
NEAR WEST SIDE,WEST TOWN,1665
NEAR WEST SIDE,AUSTIN,2724
NEAR WEST SIDE,WEST GARFIELD PARK,1794
NEAR WEST SIDE,EAST GARFIELD PARK,1323
NEAR WEST SIDE,NORTH LAWNDALE,1777
NEAR WEST SIDE,UPTOWN,3580
NEAR WEST SIDE,SOUTH LAWNDALE,2080
NEAR WEST SIDE,LOWER WEST SIDE,1510
NEAR WEST SIDE,NEAR SOUTH SIDE,2536
NEAR WEST SIDE,BRIDGEPORT,2177
NEAR WEST SIDE,NORWOOD PARK,3570
NEAR WEST SIDE,NEAR NORTH SIDE,2191
NEAR WEST SIDE,LOOP,1804
NEAR WEST SIDE,SOUTH SHORE,3773
NEAR WEST SIDE,CHATHAM,3378
NEAR WEST SIDE,AVALON PARK,3535
NEAR WEST SIDE,SOUTH CHICAGO,4773
NEAR WEST SIDE,BURNSIDE,4255
NEAR WEST SIDE,MCKINLEY PARK,1877
NEAR WEST SIDE,LAKE VIEW,2770
NEAR WEST SIDE,CALUMET HEIGHTS,4377
NEAR WEST SIDE,ROSELAND,3546
NEAR WEST SIDE,NORTH CENTER,2727
NEAR WEST SIDE,PULLMAN,4368
NEAR WEST SIDE,SOUTH DEERING,-1
NEAR WEST SIDE,EAST SIDE,5221
NEAR WEST SIDE,WEST PULLMAN,4652
NEAR WEST SIDE,RIVERDALE,-1
NEAR WEST SIDE,HEGEWISCH,-1
NEAR WEST SIDE,undefined,-1
NEAR WEST SIDE,ARCHER HEIGHTS,3125
NEAR WEST SIDE,BRIGHTON PARK,2417
NEAR WEST SIDE,BRIDGEPORT,1938
NEAR WEST SIDE,NEW CITY,2330
NEAR WEST SIDE,WEST ELSDON,3404
NEAR WEST SIDE,GAGE PARK,3338
NEAR WEST SIDE,CLEARING,4685
NEAR WEST SIDE,WEST LAWN,3827
NEAR WEST SIDE,CHICAGO LAWN,3427
NEAR WEST SIDE,WEST ENGLEWOOD,2898
NEAR WEST SIDE,ENGLEWOOD,3491
NEAR WEST SIDE,GREATER GRAND CROSSING,3429
NEAR WEST SIDE,LINCOLN PARK,2449
NEAR WEST SIDE,ASHBURN,3769
NEAR WEST SIDE,AUBURN GRESHAM,3658
